label,person_query,gt_index,point_index,depth_name,x_img,y_img,x_depth,y_depth,point_z,sampled_depth,sample_minus_z,valid
gt_joints_vggtK_gtDepth,1,1,17,gt,118.78129577636719,271.189697265625,118.78129577636719,271.189697265625,5.703330039978027,5.313148021697998,-0.3901820182800293,True
gt_joints_vggtK_gtDepth,1,1,18,gt,171.53372192382812,308.3106689453125,171.53372192382812,308.3106689453125,5.626075267791748,13.02899169921875,7.402916431427002,True
gt_joints_vggtK_gtDepth,1,1,19,gt,102.31929016113281,297.7908935546875,102.31929016113281,297.7908935546875,5.55109977722168,9.274526596069336,3.7234268188476562,True
gt_joints_vggtK_gtDepth,1,1,20,gt,153.2171630859375,325.78338623046875,153.2171630859375,325.78338623046875,5.419862270355225,5.505786895751953,0.08592462539672852,True
gt_joints_vggtK_gtDepth,1,1,21,gt,107.03500366210938,274.7396545410156,107.03500366210938,274.7396545410156,5.410274505615234,9.237829208374023,3.827554702758789,True
gt_joints_vggtK_gtDepth,1,1,22,gt,145.8195343017578,331.8609313964844,145.8195343017578,331.8609313964844,5.345946311950684,5.5261406898498535,0.18019437789916992,True
gt_joints_vggtK_gtDepth,1,1,23,gt,110.31956481933594,264.91094970703125,110.31956481933594,264.91094970703125,5.379297256469727,9.297608375549316,3.91831111907959,True
base_joints_vggtK_rawDepth,1,1,0,raw,146.0510711669922,306.9964904785156,146.0510711669922,306.9964904785156,5.984216213226318,0.20291288197040558,-5.781303405761719,True
base_joints_vggtK_rawDepth,1,1,1,raw,153.42735290527344,318.40673828125,153.42735290527344,318.40673828125,5.988863468170166,0.2054937183856964,-5.783369541168213,True
base_joints_vggtK_rawDepth,1,1,2,raw,138.59591674804688,317.33843994140625,138.59591674804688,317.33843994140625,5.996140480041504,0.2007392793893814,-5.795401096343994,True
base_joints_vggtK_rawDepth,1,1,3,raw,147.18714904785156,293.74481201171875,147.18714904785156,293.74481201171875,6.004561901092529,0.2041430026292801,-5.800418853759766,True
base_joints_vggtK_rawDepth,1,1,4,raw,157.55917358398438,368.02783203125,157.55917358398438,368.02783203125,5.959526062011719,0.20960764586925507,-5.749918460845947,True
base_joints_vggtK_rawDepth,1,1,5,raw,127.08648681640625,367.24554443359375,127.08648681640625,367.24554443359375,5.947794437408447,0.20701390504837036,-5.740780353546143,True
base_joints_vggtK_rawDepth,1,1,6,raw,147.17457580566406,276.9596252441406,147.17457580566406,276.9596252441406,5.984957218170166,0.20348282158374786,-5.781474590301514,True
base_joints_vggtK_rawDepth,1,1,7,raw,157.7028045654297,417.355224609375,157.7028045654297,417.355224609375,6.0083794593811035,0.0,-6.0083794593811035,False
base_joints_vggtK_rawDepth,1,1,8,raw,129.56825256347656,415.670654296875,129.56825256347656,415.670654296875,6.013395309448242,0.0,-6.013395309448242,False
base_joints_vggtK_rawDepth,1,1,9,raw,146.42694091796875,270.5113830566406,146.42694091796875,270.5113830566406,5.9688239097595215,0.20349642634391785,-5.765327453613281,True
base_joints_vggtK_rawDepth,1,1,10,raw,157.71360778808594,426.8609619140625,157.71360778808594,426.8609619140625,5.883485794067383,0.0,-5.883485794067383,False
base_joints_vggtK_rawDepth,1,1,11,raw,118.78604125976562,425.1083984375,118.78604125976562,425.1083984375,5.896790981292725,0.0,-5.896790981292725,False
base_joints_vggtK_rawDepth,1,1,12,raw,148.10079956054688,244.44430541992188,148.10079956054688,244.44430541992188,6.012632369995117,0.20935623347759247,-5.803276062011719,True
base_joints_vggtK_rawDepth,1,1,13,raw,156.54473876953125,255.9295196533203,156.54473876953125,255.9295196533203,5.9945855140686035,0.2033473551273346,-5.791238307952881,True
base_joints_vggtK_rawDepth,1,1,14,raw,139.70787048339844,256.1263732910156,139.70787048339844,256.1263732910156,6.0191168785095215,0.20472069084644318,-5.814396381378174,True
base_joints_vggtK_rawDepth,1,1,15,raw,146.76858520507812,234.8719024658203,146.76858520507812,234.8719024658203,5.975312232971191,0.20555779337882996,-5.769754409790039,True
base_joints_vggtK_rawDepth,1,1,16,raw,166.81396484375,258.9446105957031,166.81396484375,258.9446105957031,5.983673572540283,0.20371852815151215,-5.77995491027832,True
base_joints_vggtK_rawDepth,1,1,17,raw,128.00933837890625,255.81163024902344,128.00933837890625,255.81163024902344,6.017862796783447,0.2206524908542633,-5.797210216522217,True
base_joints_vggtK_rawDepth,1,1,18,raw,168.42434692382812,292.4126281738281,168.42434692382812,292.4126281738281,5.964271545410156,0.20459112524986267,-5.759680271148682,True
base_joints_vggtK_rawDepth,1,1,19,raw,116.37994384765625,285.41790771484375,116.37994384765625,285.41790771484375,5.9064178466796875,0.22982564568519592,-5.6765923500061035,True
base_joints_vggtK_rawDepth,1,1,20,raw,148.9091033935547,310.1441345214844,148.9091033935547,310.1441345214844,5.763969421386719,0.20117275416851044,-5.562796592712402,True
base_joints_vggtK_rawDepth,1,1,21,raw,123.18997192382812,262.2323303222656,123.18997192382812,262.2323303222656,5.766698360443115,0.20813517272472382,-5.558563232421875,True
base_joints_vggtK_rawDepth,1,1,22,raw,140.96734619140625,315.4239196777344,140.96734619140625,315.4239196777344,5.700158596038818,0.2001597136259079,-5.499999046325684,True
base_joints_vggtK_rawDepth,1,1,23,raw,126.3936767578125,252.8700408935547,126.3936767578125,252.8700408935547,5.744976997375488,0.22458317875862122,-5.5203938484191895,True
base_joints_vggtK_hsiDepth,1,1,0,hsi,146.0510711669922,306.9964904785156,146.0510711669922,306.9964904785156,5.984216213226318,6.994129180908203,1.0099129676818848,True
base_joints_vggtK_hsiDepth,1,1,1,hsi,153.42735290527344,318.40673828125,153.42735290527344,318.40673828125,5.988863468170166,7.037729740142822,1.0488662719726562,True
base_joints_vggtK_hsiDepth,1,1,2,hsi,138.59591674804688,317.33843994140625,138.59591674804688,317.33843994140625,5.996140480041504,6.957408905029297,0.961268424987793,True
base_joints_vggtK_hsiDepth,1,1,3,hsi,147.18714904785156,293.74481201171875,147.18714904785156,293.74481201171875,6.004561901092529,7.014910697937012,1.0103487968444824,True
base_joints_vggtK_hsiDepth,1,1,4,hsi,157.55917358398438,368.02783203125,157.55917358398438,368.02783203125,5.959526062011719,7.107230186462402,1.1477041244506836,True
base_joints_vggtK_hsiDepth,1,1,5,hsi,127.08648681640625,367.24554443359375,127.08648681640625,367.24554443359375,5.947794437408447,7.063411712646484,1.115617275238037,True
base_joints_vggtK_hsiDepth,1,1,6,hsi,147.17457580566406,276.9596252441406,147.17457580566406,276.9596252441406,5.984957218170166,7.003757476806641,1.0188002586364746,True
base_joints_vggtK_hsiDepth,1,1,7,hsi,157.7028045654297,417.355224609375,157.7028045654297,417.355224609375,6.0083794593811035,0.0,-6.0083794593811035,False
base_joints_vggtK_hsiDepth,1,1,8,hsi,129.56825256347656,415.670654296875,129.56825256347656,415.670654296875,6.013395309448242,0.0,-6.013395309448242,False
base_joints_vggtK_hsiDepth,1,1,9,hsi,146.42694091796875,270.5113830566406,146.42694091796875,270.5113830566406,5.9688239097595215,7.003987789154053,1.0351638793945312,True
base_joints_vggtK_hsiDepth,1,1,10,hsi,157.71360778808594,426.8609619140625,157.71360778808594,426.8609619140625,5.883485794067383,0.0,-5.883485794067383,False
base_joints_vggtK_hsiDepth,1,1,11,hsi,118.78604125976562,425.1083984375,118.78604125976562,425.1083984375,5.896790981292725,0.0,-5.896790981292725,False
base_joints_vggtK_hsiDepth,1,1,12,hsi,148.10079956054688,244.44430541992188,148.10079956054688,244.44430541992188,6.012632369995117,7.102982521057129,1.0903501510620117,True
base_joints_vggtK_hsiDepth,1,1,13,hsi,156.54473876953125,255.9295196533203,156.54473876953125,255.9295196533203,5.9945855140686035,7.001469612121582,1.0068840980529785,True
base_joints_vggtK_hsiDepth,1,1,14,hsi,139.70787048339844,256.1263732910156,139.70787048339844,256.1263732910156,6.0191168785095215,7.024670600891113,1.0055537223815918,True
base_joints_vggtK_hsiDepth,1,1,15,hsi,146.76858520507812,234.8719024658203,146.76858520507812,234.8719024658203,5.975312232971191,7.038812160491943,1.063499927520752,True
base_joints_vggtK_hsiDepth,1,1,16,hsi,166.81396484375,258.9446105957031,166.81396484375,258.9446105957031,5.983673572540283,7.007740020751953,1.02406644821167,True
base_joints_vggtK_hsiDepth,1,1,17,hsi,128.00933837890625,255.81163024902344,128.00933837890625,255.81163024902344,6.017862796783447,7.293820858001709,1.2759580612182617,True
base_joints_vggtK_hsiDepth,1,1,18,hsi,168.42434692382812,292.4126281738281,168.42434692382812,292.4126281738281,5.964271545410156,7.022481441497803,1.0582098960876465,True
base_joints_vggtK_hsiDepth,1,1,19,hsi,116.37994384765625,285.41790771484375,116.37994384765625,285.41790771484375,5.9064178466796875,7.44879150390625,1.5423736572265625,True
base_joints_vggtK_hsiDepth,1,1,20,hsi,148.9091033935547,310.1441345214844,148.9091033935547,310.1441345214844,5.763969421386719,6.964731693267822,1.2007622718811035,True
base_joints_vggtK_hsiDepth,1,1,21,hsi,123.18997192382812,262.2323303222656,123.18997192382812,262.2323303222656,5.766698360443115,7.082354545593262,1.3156561851501465,True
base_joints_vggtK_hsiDepth,1,1,22,hsi,140.96734619140625,315.4239196777344,140.96734619140625,315.4239196777344,5.700158596038818,6.947617530822754,1.2474589347839355,True
base_joints_vggtK_hsiDepth,1,1,23,hsi,126.3936767578125,252.8700408935547,126.3936767578125,252.8700408935547,5.744976997375488,7.360225677490234,1.615248680114746,True
hsi_joints_vggtK_hsiDepth,1,1,0,hsi,139.73956298828125,326.2803649902344,139.73956298828125,326.2803649902344,5.662561893463135,7.06430721282959,1.401745319366455,True
hsi_joints_vggtK_hsiDepth,1,1,1,hsi,148.1941680908203,339.2374267578125,148.1941680908203,339.2374267578125,5.6538262367248535,7.191816329956055,1.5379900932312012,True
hsi_joints_vggtK_hsiDepth,1,1,2,hsi,129.90499877929688,337.9793701171875,129.90499877929688,337.9793701171875,5.662821292877197,7.08424186706543,1.4214205741882324,True
hsi_joints_vggtK_hsiDepth,1,1,3,hsi,142.01885986328125,310.80413818359375,142.01885986328125,310.80413818359375,5.7030720710754395,6.96357536315918,1.2605032920837402,True
hsi_joints_vggtK_hsiDepth,1,1,4,hsi,151.75863647460938,386.83233642578125,151.75863647460938,386.83233642578125,5.633123874664307,0.0,-5.633123874664307,False
hsi_joints_vggtK_hsiDepth,1,1,5,hsi,120.41500854492188,386.6568298339844,120.41500854492188,386.6568298339844,5.623791694641113,0.0,-5.623791694641113,False
hsi_joints_vggtK_hsiDepth,1,1,6,hsi,143.8264617919922,293.3423767089844,143.8264617919922,293.3423767089844,5.7054643630981445,7.020103454589844,1.3146390914916992,True
hsi_joints_vggtK_hsiDepth,1,1,7,hsi,151.7558135986328,435.977294921875,151.7558135986328,435.977294921875,5.672056674957275,0.0,-5.672056674957275,False
hsi_joints_vggtK_hsiDepth,1,1,8,hsi,122.17512512207031,434.8677978515625,122.17512512207031,434.8677978515625,5.683045387268066,0.0,-5.683045387268066,False
hsi_joints_vggtK_hsiDepth,1,1,9,hsi,142.38633728027344,287.1727294921875,142.38633728027344,287.1727294921875,5.671804428100586,7.0032854080200195,1.3314809799194336,True
hsi_joints_vggtK_hsiDepth,1,1,10,hsi,151.43450927734375,445.00665283203125,151.43450927734375,445.00665283203125,5.545928001403809,0.0,-5.545928001403809,False
hsi_joints_vggtK_hsiDepth,1,1,11,hsi,110.35272216796875,443.5146789550781,110.35272216796875,443.5146789550781,5.563253402709961,0.0,-5.563253402709961,False
hsi_joints_vggtK_hsiDepth,1,1,12,hsi,145.57200622558594,257.8172302246094,145.57200622558594,257.8172302246094,5.725924491882324,7.016762733459473,1.2908382415771484,True
hsi_joints_vggtK_hsiDepth,1,1,13,hsi,155.25733947753906,270.4242858886719,155.25733947753906,270.4242858886719,5.697861671447754,6.986480712890625,1.288619041442871,True
hsi_joints_vggtK_hsiDepth,1,1,14,hsi,134.243896484375,269.9527893066406,134.243896484375,269.9527893066406,5.72755765914917,7.034074783325195,1.3065171241760254,True
hsi_joints_vggtK_hsiDepth,1,1,15,hsi,143.59133911132812,249.82546997070312,143.59133911132812,249.82546997070312,5.680671691894531,7.065594673156738,1.384922981262207,True
hsi_joints_vggtK_hsiDepth,1,1,16,hsi,167.7526397705078,273.8048400878906,167.7526397705078,273.8048400878906,5.688852310180664,6.9548749923706055,1.2660226821899414,True
hsi_joints_vggtK_hsiDepth,1,1,17,hsi,120.95147705078125,268.8656311035156,120.95147705078125,268.8656311035156,5.738832473754883,7.102505207061768,1.3636727333068848,True
hsi_joints_vggtK_hsiDepth,1,1,18,hsi,173.02645874023438,307.109375,173.02645874023438,307.109375,5.662816047668457,12.362157821655273,6.699341773986816,True
hsi_joints_vggtK_hsiDepth,1,1,19,hsi,102.26681518554688,296.0780029296875,102.26681518554688,296.0780029296875,5.623420715332031,9.686356544494629,4.062935829162598,True
hsi_joints_vggtK_hsiDepth,1,1,20,hsi,153.89083862304688,326.28790283203125,153.89083862304688,326.28790283203125,5.46928071975708,7.066643714904785,1.597362995147705,True
hsi_joints_vggtK_hsiDepth,1,1,21,hsi,113.07733154296875,272.6709289550781,113.07733154296875,272.6709289550781,5.512084007263184,13.436622619628906,7.924538612365723,True
hsi_joints_vggtK_hsiDepth,1,1,22,hsi,146.09622192382812,332.757080078125,146.09622192382812,332.757080078125,5.400201320648193,7.316485404968262,1.9162840843200684,True
hsi_joints_vggtK_hsiDepth,1,1,23,hsi,116.0848388671875,262.6437683105469,116.0848388671875,262.6437683105469,5.485188961029053,16.11103630065918,10.625846862792969,True
hsi_joints_vggtK_gtDepth,1,1,0,gt,139.73956298828125,326.2803649902344,139.73956298828125,326.2803649902344,5.662561893463135,5.522879123687744,-0.13968276977539062,True
hsi_joints_vggtK_gtDepth,1,1,1,gt,148.1941680908203,339.2374267578125,148.1941680908203,339.2374267578125,5.6538262367248535,5.526590347290039,-0.12723588943481445,True
hsi_joints_vggtK_gtDepth,1,1,2,gt,129.90499877929688,337.9793701171875,129.90499877929688,337.9793701171875,5.662821292877197,5.520636081695557,-0.14218521118164062,True
hsi_joints_vggtK_gtDepth,1,1,3,gt,142.01885986328125,310.80413818359375,142.01885986328125,310.80413818359375,5.7030720710754395,5.277604103088379,-0.42546796798706055,True
hsi_joints_vggtK_gtDepth,1,1,4,gt,151.75863647460938,386.83233642578125,151.75863647460938,386.83233642578125,5.633123874664307,0.0,-5.633123874664307,False
hsi_joints_vggtK_gtDepth,1,1,5,gt,120.41500854492188,386.6568298339844,120.41500854492188,386.6568298339844,5.623791694641113,0.0,-5.623791694641113,False
hsi_joints_vggtK_gtDepth,1,1,6,gt,143.8264617919922,293.3423767089844,143.8264617919922,293.3423767089844,5.7054643630981445,5.482691287994385,-0.22277307510375977,True
hsi_joints_vggtK_gtDepth,1,1,7,gt,151.7558135986328,435.977294921875,151.7558135986328,435.977294921875,5.672056674957275,0.0,-5.672056674957275,False
hsi_joints_vggtK_gtDepth,1,1,8,gt,122.17512512207031,434.8677978515625,122.17512512207031,434.8677978515625,5.683045387268066,0.0,-5.683045387268066,False
hsi_joints_vggtK_gtDepth,1,1,9,gt,142.38633728027344,287.1727294921875,142.38633728027344,287.1727294921875,5.671804428100586,5.494728088378906,-0.1770763397216797,True
hsi_joints_vggtK_gtDepth,1,1,10,gt,151.43450927734375,445.00665283203125,151.43450927734375,445.00665283203125,5.545928001403809,0.0,-5.545928001403809,False
hsi_joints_vggtK_gtDepth,1,1,11,gt,110.35272216796875,443.5146789550781,110.35272216796875,443.5146789550781,5.563253402709961,0.0,-5.563253402709961,False
hsi_joints_vggtK_gtDepth,1,1,12,gt,145.57200622558594,257.8172302246094,145.57200622558594,257.8172302246094,5.725924491882324,5.544342041015625,-0.18158245086669922,True
hsi_joints_vggtK_gtDepth,1,1,13,gt,155.25733947753906,270.4242858886719,155.25733947753906,270.4242858886719,5.697861671447754,5.493550777435303,-0.20431089401245117,True
hsi_joints_vggtK_gtDepth,1,1,14,gt,134.243896484375,269.9527893066406,134.243896484375,269.9527893066406,5.72755765914917,5.50659704208374,-0.2209606170654297,True
hsi_joints_vggtK_gtDepth,1,1,15,gt,143.59133911132812,249.82546997070312,143.59133911132812,249.82546997070312,5.680671691894531,5.570624828338623,-0.1100468635559082,True
hsi_joints_vggtK_gtDepth,1,1,16,gt,167.7526397705078,273.8048400878906,167.7526397705078,273.8048400878906,5.688852310180664,5.555510520935059,-0.13334178924560547,True
hsi_joints_vggtK_gtDepth,1,1,17,gt,120.95147705078125,268.8656311035156,120.95147705078125,268.8656311035156,5.738832473754883,5.30678129196167,-0.4320511817932129,True
hsi_joints_vggtK_gtDepth,1,1,18,gt,173.02645874023438,307.109375,173.02645874023438,307.109375,5.662816047668457,13.184774398803711,7.521958351135254,True
hsi_joints_vggtK_gtDepth,1,1,19,gt,102.26681518554688,296.0780029296875,102.26681518554688,296.0780029296875,5.623420715332031,9.263665199279785,3.640244483947754,True
hsi_joints_vggtK_gtDepth,1,1,20,gt,153.89083862304688,326.28790283203125,153.89083862304688,326.28790283203125,5.46928071975708,5.505739212036133,0.036458492279052734,True
hsi_joints_vggtK_gtDepth,1,1,21,gt,113.07733154296875,272.6709289550781,113.07733154296875,272.6709289550781,5.512084007263184,20.274425506591797,14.762341499328613,True
hsi_joints_vggtK_gtDepth,1,1,22,gt,146.09622192382812,332.757080078125,146.09622192382812,332.757080078125,5.400201320648193,5.534488677978516,0.13428735733032227,True
hsi_joints_vggtK_gtDepth,1,1,23,gt,116.0848388671875,262.6437683105469,116.0848388671875,262.6437683105469,5.485188961029053,20.51637840270996,15.03118896484375,True
gt_vertices_datasetK_gtDepth,1,1,0,gt,153.4264373779297,227.05267333984375,153.4264373779297,227.05267333984375,5.615903377532959,5.577755928039551,-0.0381474494934082,True
gt_vertices_datasetK_gtDepth,1,1,1,gt,149.70872497558594,238.24356079101562,149.70872497558594,238.24356079101562,5.5784993171691895,5.581250190734863,0.002750873565673828,True
gt_vertices_datasetK_gtDepth,1,1,2,gt,151.8723907470703,241.50119018554688,151.8723907470703,241.50119018554688,5.579004287719727,5.587482452392578,0.008478164672851562,True
gt_vertices_datasetK_gtDepth,1,1,3,gt,146.65762329101562,241.10662841796875,146.65762329101562,241.10662841796875,5.561599254608154,5.569230079650879,0.007630825042724609,True
gt_vertices_datasetK_gtDepth,1,1,4,gt,150.0421600341797,242.9796142578125,150.0421600341797,242.9796142578125,5.572073936462402,5.5786967277526855,0.006622791290283203,True
gt_vertices_datasetK_gtDepth,1,1,5,gt,151.24449157714844,231.86740112304688,151.24449157714844,231.86740112304688,5.597253799438477,5.5650763511657715,-0.03217744827270508,True
gt_vertices_datasetK_gtDepth,1,1,6,gt,154.79478454589844,249.6796112060547,154.79478454589844,249.6796112060547,5.624183654785156,5.564939022064209,-0.059244632720947266,True
gt_vertices_datasetK_gtDepth,1,1,7,gt,158.11570739746094,246.55780029296875,158.11570739746094,246.55780029296875,5.658329486846924,5.594935894012451,-0.06339359283447266,True
gt_vertices_datasetK_gtDepth,1,1,8,gt,159.57342529296875,241.5423583984375,159.57342529296875,241.5423583984375,5.6921305656433105,22.760066986083984,17.067935943603516,True
gt_vertices_datasetK_gtDepth,1,1,9,gt,156.53077697753906,243.9044189453125,156.53077697753906,243.9044189453125,5.733491897583008,5.604243755340576,-0.12924814224243164,True
gt_vertices_datasetK_gtDepth,1,1,10,gt,154.54092407226562,221.38800048828125,154.54092407226562,221.38800048828125,5.7172088623046875,5.603550910949707,-0.11365795135498047,True
gt_vertices_datasetK_gtDepth,1,1,11,gt,147.65040588378906,238.5955810546875,147.65040588378906,238.5955810546875,5.56912899017334,5.571644306182861,0.0025153160095214844,True
gt_vertices_datasetK_gtDepth,1,1,12,gt,157.26719665527344,245.39678955078125,157.26719665527344,245.39678955078125,5.720582008361816,5.598381996154785,-0.12220001220703125,True
gt_vertices_datasetK_gtDepth,1,1,13,gt,147.2016143798828,237.23818969726562,147.2016143798828,237.23818969726562,5.571871757507324,5.563657283782959,-0.008214473724365234,True
gt_vertices_datasetK_gtDepth,1,1,14,gt,148.67665100097656,233.56378173828125,148.67665100097656,233.56378173828125,5.59473991394043,5.558767795562744,-0.03597211837768555,True
gt_vertices_datasetK_gtDepth,1,1,15,gt,160.47073364257812,232.27186584472656,160.47073364257812,232.27186584472656,5.6734089851379395,23.303791046142578,17.630382537841797,True
gt_vertices_datasetK_gtDepth,1,1,16,gt,157.1227569580078,238.3841094970703,157.1227569580078,238.3841094970703,5.779938220977783,22.665475845336914,16.88553810119629,True
gt_vertices_datasetK_gtDepth,1,1,17,gt,158.3734130859375,249.5555419921875,158.3734130859375,249.5555419921875,5.720419883728027,5.573760032653809,-0.14665985107421875,True
gt_vertices_datasetK_gtDepth,1,1,18,gt,160.12646484375,235.5818328857422,160.12646484375,235.5818328857422,5.6692705154418945,22.73862648010254,17.069355010986328,True
